variable,x,y
pol_bio11,237.7,0.6278401017189026
pol_bio11,237.7312,0.6278401017189026
pol_bio11,237.76239999999999,0.6278401017189026
pol_bio11,237.7936,0.6278401017189026
pol_bio11,237.82479999999998,0.6278401017189026
pol_bio11,237.856,0.6278401017189026
pol_bio11,237.88719999999998,0.6278401017189026
pol_bio11,237.9184,0.6278401017189026
pol_bio11,237.94959999999998,0.6278401017189026
pol_bio11,237.9808,0.6278401017189026
pol_bio11,238.012,0.6278401017189026
pol_bio11,238.04319999999998,0.6278401017189026
pol_bio11,238.0744,0.6278401017189026
pol_bio11,238.10559999999998,0.6278401017189026
pol_bio11,238.1368,0.6278401017189026
pol_bio11,238.16799999999998,0.6278401017189026
pol_bio11,238.1992,0.6278401017189026
pol_bio11,238.2304,0.6278401017189026
pol_bio11,238.2616,0.6278401017189026
pol_bio11,238.2928,0.6278401017189026
pol_bio11,238.32399999999998,0.6278401017189026
pol_bio11,238.3552,0.6278401017189026
pol_bio11,238.38639999999998,0.6278401017189026
pol_bio11,238.4176,0.6278401017189026
pol_bio11,238.44879999999998,0.6278401017189026
pol_bio11,238.48,0.6278401017189026
pol_bio11,238.5112,0.6278401017189026
pol_bio11,238.5424,0.6278401017189026
pol_bio11,238.5736,0.6278401017189026
pol_bio11,238.60479999999998,0.6278401017189026
pol_bio11,238.636,0.6278401017189026
pol_bio11,238.66719999999998,0.6278401017189026
pol_bio11,238.6984,0.6278401017189026
pol_bio11,238.72959999999998,0.6278401017189026
pol_bio11,238.7608,0.6278401017189026
pol_bio11,238.792,0.6278401017189026
pol_bio11,238.82319999999999,0.6278401017189026
pol_bio11,238.8544,0.6278401017189026
pol_bio11,238.88559999999998,0.6278401017189026
pol_bio11,238.9168,0.6278401017189026
pol_bio11,238.94799999999998,0.6278401017189026
pol_bio11,238.9792,0.6278401017189026
pol_bio11,239.0104,0.6278401017189026
pol_bio11,239.0416,0.6278401017189026
pol_bio11,239.0728,0.6278401017189026
pol_bio11,239.10399999999998,0.6278401017189026
pol_bio11,239.1352,0.6278401017189026
pol_bio11,239.16639999999998,0.6278401017189026
pol_bio11,239.1976,0.6278401017189026
pol_bio11,239.22879999999998,0.6278401017189026
pol_bio11,239.26,0.6278401017189026
pol_bio11,239.2912,0.6278401017189026
pol_bio11,239.3224,0.6278401017189026
pol_bio11,239.3536,0.6278401017189026
pol_bio11,239.38479999999998,0.6278401017189026
pol_bio11,239.416,0.6278401017189026
pol_bio11,239.44719999999998,0.6278401017189026
pol_bio11,239.4784,0.6278401017189026
pol_bio11,239.50959999999998,0.6278401017189026
pol_bio11,239.5408,0.6278401017189026
pol_bio11,239.572,0.6278401017189026
pol_bio11,239.6032,0.6278401017189026
pol_bio11,239.6344,0.6278401017189026
pol_bio11,239.66559999999998,0.6278401017189026
pol_bio11,239.6968,0.6278401017189026
pol_bio11,239.72799999999998,0.6278401017189026
pol_bio11,239.7592,0.6278401017189026
pol_bio11,239.7904,0.6278401017189026
pol_bio11,239.8216,0.6278401017189026
pol_bio11,239.8528,0.6278401017189026
pol_bio11,239.884,0.6278401017189026
pol_bio11,239.9152,0.6278401017189026
pol_bio11,239.94639999999998,0.6278401017189026
pol_bio11,239.9776,0.6278401017189026
pol_bio11,240.00879999999998,0.6278401017189026
pol_bio11,240.04,0.6278401017189026
pol_bio11,240.0712,0.6278401017189026
pol_bio11,240.1024,0.6278401017189026
pol_bio11,240.1336,0.6278401017189026
pol_bio11,240.16479999999999,0.6278401017189026
pol_bio11,240.196,0.6278401017189026
pol_bio11,240.22719999999998,0.6278401017189026
pol_bio11,240.2584,0.6278401017189026
pol_bio11,240.28959999999998,0.6278401017189026
pol_bio11,240.3208,0.6278401017189026
pol_bio11,240.352,0.6278401017189026
pol_bio11,240.3832,0.6278401017189026
pol_bio11,240.4144,0.6278401017189026
pol_bio11,240.44559999999998,0.6278401017189026
pol_bio11,240.4768,0.6278401017189026
pol_bio11,240.50799999999998,0.6278401017189026
pol_bio11,240.5392,0.6278401017189026
pol_bio11,240.5704,0.6278401017189026
pol_bio11,240.6016,0.6278401017189026
pol_bio11,240.6328,0.6278401017189026
pol_bio11,240.664,0.6278401017189026
pol_bio11,240.6952,0.6278401017189026
pol_bio11,240.72639999999998,0.6278401017189026
pol_bio11,240.7576,0.6278401017189026
pol_bio11,240.78879999999998,0.6278401017189026
pol_bio11,240.82,0.6278401017189026
pol_bio11,240.8512,0.6278401017189026
pol_bio11,240.8824,0.6278401017189026
pol_bio11,240.9136,0.6278401017189026
pol_bio11,240.9448,0.6278401017189026
pol_bio11,240.976,0.6278401017189026
pol_bio11,241.00719999999998,0.6278401017189026
pol_bio11,241.0384,0.6278401017189026
pol_bio11,241.06959999999998,0.6278401017189026
pol_bio11,241.1008,0.6278401017189026
pol_bio11,241.132,0.6278401017189026
